servicerequestid,servicecode,status_id,address_id,adddate,resolutiondate,serviceduedate,serviceorderdate,details,servicecallcount
23-00651197,S0031,1,13558,2023-12-16 22:00:00,2023-12-20 22:00:00,2023-12-21 00:00:00,2023-12-16 22:00:00,,1
23-00651199,S0311,1,13558,2023-12-16 22:00:00,2023-12-18 15:00:00,2023-12-22 22:00:00,2023-12-16 22:00:00,,1
23-00660565,S0031,1,13558,2023-12-22 14:00:00,2023-12-28 20:00:00,2023-12-28 05:00:00,2023-12-22 14:00:00,,1
23-00651198,S0196,1,13559,2023-12-16 22:00:00,2023-12-18 14:00:00,2023-12-28 22:00:00,2023-12-16 22:00:00,,1
23-00668347,S0261,1,13559,2023-12-29 13:00:00,2023-12-29 15:00:00,2024-01-02 13:00:00,2023-12-29 13:00:00,,1
23-00651202,S0031,1,13560,2023-12-16 22:00:00,2023-12-19 16:00:00,2023-12-20 05:00:00,2023-12-16 22:00:00,,1
23-00651208,S0261,1,13561,2023-12-16 23:00:00,2023-12-16 23:00:00,2023-12-18 23:00:00,2023-12-16 23:00:00,,1
23-00651210,COMPOSTM,1,13562,2023-12-16 23:00:00,2023-12-20 18:00:00,2023-12-20 23:00:00,2023-12-16 23:00:00,,1
23-00662846,S0477,3,13562,2023-12-25 22:00:00,,2024-01-03 05:00:00,2023-12-25 22:00:00,,1
23-00651212,S0301,1,13563,2023-12-16 23:00:00,2023-12-20 20:00:00,2023-12-20 23:00:00,2023-12-16 23:00:00,,1
23-00651213,RPP,1,13564,2023-12-16 23:00:00,2023-12-18 16:00:00,2023-12-18 23:00:00,2023-12-16 23:00:00,,1
23-00651238,S0261,1,13565,2023-12-17 00:00:00,2023-12-18 16:00:00,2023-12-19 00:00:00,2023-12-17 00:00:00,,1
23-00651239,DMV19,1,13566,2023-12-17 00:00:00,2023-12-27 20:00:00,2023-12-28 00:00:00,2023-12-17 00:00:00,,1
23-00651247,S0261,1,13568,2023-12-17 00:00:00,2023-12-18 16:00:00,2023-12-19 00:00:00,2023-12-17 00:00:00,,1
23-00651248,S0031,1,13569,2023-12-17 00:00:00,2023-12-22 20:00:00,2023-12-23 05:00:00,2023-12-17 00:00:00,,1
23-00651271,S0346,1,13570,2023-12-17 01:00:00,2023-12-18 14:00:00,2023-12-23 01:00:00,2023-12-17 01:00:00,,1
23-00651273,S0346,1,13571,2023-12-17 01:00:00,2023-12-18 14:00:00,2023-12-23 01:00:00,2023-12-17 01:00:00,,1
23-00651274,VACPROP,1,13571,2023-12-17 01:00:00,2023-12-28 18:00:00,2024-05-11 01:00:00,2023-12-17 01:00:00,,1
23-00651276,S05SL,1,13572,2023-12-17 01:00:00,2023-12-22 20:00:00,2023-12-28 01:00:00,2023-12-17 01:00:00,,1
23-00651279,S04TP,1,13575,2023-12-17 01:00:00,2023-12-18 13:00:00,2025-11-19 01:00:00,2023-12-17 01:00:00,,1
23-00651282,BICYCLE,1,13577,2023-12-17 01:00:00,2023-12-20 16:00:00,2024-01-17 05:00:00,2023-12-17 01:00:00,,1
23-00651289,S05SL,1,13580,2023-12-17 02:00:00,2023-12-26 15:00:00,2023-12-28 02:00:00,2023-12-17 02:00:00,,1
23-00651304,S0031,1,13582,2023-12-17 02:00:00,2023-12-21 16:00:00,2023-12-22 05:00:00,2023-12-17 02:00:00,,1
23-00651305,S0336,1,13583,2023-12-17 02:00:00,2023-12-18 08:00:00,2024-01-31 02:00:00,2023-12-17 02:00:00,,1
23-00651307,S0261,1,13585,2023-12-17 02:00:00,2023-12-17 03:00:00,2023-12-18 02:00:00,2023-12-17 02:00:00,,1
23-00651308,S0261,1,13586,2023-12-17 02:00:00,2023-12-17 05:00:00,2023-12-19 02:00:00,2023-12-17 02:00:00,,1
23-00651309,S0261,1,13587,2023-12-17 03:00:00,2023-12-17 03:00:00,2023-12-18 03:00:00,2023-12-17 03:00:00,,1
23-00651313,S0261,1,13589,2023-12-17 03:00:00,2023-12-17 05:00:00,2023-12-19 03:00:00,2023-12-17 03:00:00,,1
23-00651314,S0477,1,13590,2023-12-17 03:00:00,2023-12-26 20:00:00,2023-12-27 05:00:00,2023-12-17 03:00:00,,1
23-00651321,S0031,1,13591,2023-12-17 04:00:00,2023-12-21 01:00:00,2023-12-21 05:00:00,2023-12-17 04:00:00,,1
23-00651322,S0261,1,13592,2023-12-17 04:00:00,2023-12-17 06:00:00,2023-12-19 04:00:00,2023-12-17 04:00:00,,1
23-00651325,PRUNING,1,13594,2023-12-17 04:00:00,2023-12-19 16:00:00,2024-08-28 04:00:00,2023-12-17 04:00:00,,1
23-00655063,S0457,1,13594,2023-12-19 16:00:00,2023-12-19 17:00:00,2023-12-27 16:00:00,2023-12-19 16:00:00,,1
23-00651326,S0441,1,13595,2023-12-17 04:00:00,2023-12-21 18:00:00,2023-12-20 04:00:00,2023-12-17 04:00:00,,1
23-00658280,S0321,1,13595,2023-12-20 22:00:00,2023-12-22 16:00:00,2023-12-22 22:00:00,2023-12-20 22:00:00,,1
23-00659552,S0441,1,13595,2023-12-21 18:00:00,2023-12-29 16:00:00,2023-12-26 18:00:00,2023-12-21 18:00:00,,1
23-00651333,S0466,1,13596,2023-12-17 04:00:00,2023-12-19 16:00:00,2024-03-12 04:00:00,2023-12-17 04:00:00,,1
23-00651334,S0261,1,13597,2023-12-17 04:00:00,2023-12-17 06:00:00,2023-12-19 04:00:00,2023-12-17 04:00:00,,1
23-00651350,S0261,2,13597,2023-12-17 06:00:00,2023-12-17 06:00:00,2023-12-19 06:00:00,2023-12-17 06:00:00,,1
23-00651349,S0311,1,13598,2023-12-17 06:00:00,2023-12-18 20:00:00,2023-12-23 06:00:00,2023-12-17 06:00:00,,1
23-00651353,S0261,1,13599,2023-12-17 06:00:00,2023-12-17 07:00:00,2023-12-18 06:00:00,2023-12-17 06:00:00,,1
23-00651357,S0031,1,13601,2023-12-17 07:00:00,2023-12-20 22:00:00,2023-12-21 05:00:00,2023-12-17 07:00:00,,1
23-00651360,SPSTDAMA,1,13602,2023-12-17 09:00:00,2023-12-17 09:00:00,2023-12-18 09:00:00,2023-12-17 09:00:00,,1
23-00651362,S0031,1,13603,2023-12-17 11:00:00,2023-12-19 22:00:00,2023-12-22 05:00:00,2023-12-17 11:00:00,,1
23-00651363,S0031,1,13604,2023-12-17 12:00:00,2023-12-22 16:00:00,2023-12-23 05:00:00,2023-12-17 12:00:00,,1
23-00651364,S0031,1,13605,2023-12-17 12:00:00,2023-12-27 00:00:00,2023-12-27 05:00:00,2023-12-17 12:00:00,,1
23-00651384,S0031,1,13606,2023-12-17 14:00:00,2023-12-20 18:00:00,2023-12-21 05:00:00,2023-12-17 14:00:00,,1
23-00651397,S05SL,1,13608,2023-12-17 14:00:00,2023-12-26 16:00:00,2023-12-27 14:00:00,2023-12-17 14:00:00,,1
23-00651399,S0459,1,13609,2023-12-17 14:00:00,2023-12-18 13:00:00,2024-08-27 14:00:00,2023-12-17 14:00:00,,1
23-00651404,S05SL,1,13610,2023-12-17 14:00:00,2023-12-22 16:00:00,2023-12-27 14:00:00,2023-12-17 14:00:00,,1
23-00651406,SIGTRAMA,1,13610,2023-12-17 14:00:00,2023-12-18 15:00:00,2023-12-19 14:00:00,2023-12-17 14:00:00,,1
23-00651408,S0031,1,8672,2023-12-17 14:00:00,2023-12-21 18:00:00,2023-12-22 05:00:00,2023-12-17 14:00:00,,1
23-00638464,SIGNMISS_v2,4,8672,2023-12-08 20:00:00,,2024-06-11 20:00:00,2023-12-08 20:00:00,,1
23-00651412,S0311,1,13615,2023-12-17 15:00:00,2023-12-18 18:00:00,2023-12-22 15:00:00,2023-12-17 15:00:00,,1
23-00651413,S0261,1,13616,2023-12-17 15:00:00,2023-12-17 15:00:00,2023-12-18 15:00:00,2023-12-17 15:00:00,,1
23-00651417,S0031,1,13618,2023-12-17 15:00:00,2023-12-27 00:00:00,2023-12-27 05:00:00,2023-12-17 15:00:00,,1
23-00651418,S0196,1,13619,2023-12-17 15:00:00,2023-12-19 12:00:00,2023-12-28 15:00:00,2023-12-17 15:00:00,,1
23-00651419,S0346,1,13620,2023-12-17 15:00:00,2023-12-27 20:00:00,2023-12-22 15:00:00,2023-12-17 15:00:00,,1
23-00651424,S0031,1,13622,2023-12-17 15:00:00,2023-12-21 02:00:00,2023-12-21 05:00:00,2023-12-17 15:00:00,,1
23-00651426,CONTREMO,3,13622,2023-12-17 15:00:00,,2024-01-16 15:00:00,2023-12-17 15:00:00,,1
23-00651428,S0031,1,13623,2023-12-17 15:00:00,2023-12-21 16:00:00,2023-12-22 05:00:00,2023-12-17 15:00:00,,1
23-00651430,S0477,1,13624,2023-12-17 15:00:00,2023-12-21 18:00:00,2023-12-22 05:00:00,2023-12-17 15:00:00,,1
23-00651433,S0031,1,13625,2023-12-17 15:00:00,2023-12-26 14:00:00,2023-12-27 05:00:00,2023-12-17 15:00:00,,1
23-00651603,S0031,2,13625,2023-12-17 19:00:00,2023-12-26 14:00:00,2023-12-27 05:00:00,2023-12-17 19:00:00,,1
23-00651552,S0181,3,13625,2023-12-17 18:00:00,,2024-01-05 18:00:00,2023-12-17 18:00:00,,1
23-00651612,S0181,8,13625,2023-12-17 19:00:00,,2024-01-05 19:00:00,2023-12-17 19:00:00,,1
23-00651436,S0196,1,13626,2023-12-17 15:00:00,2023-12-18 14:00:00,2023-12-28 15:00:00,2023-12-17 15:00:00,,1
23-00651437,S0031,1,13627,2023-12-17 15:00:00,2023-12-21 18:00:00,2023-12-22 00:00:00,2023-12-17 15:00:00,,1
23-00651457,S0031,1,13630,2023-12-17 16:00:00,2023-12-21 18:00:00,2023-12-22 05:00:00,2023-12-17 16:00:00,,1
23-00651459,COMPOSTM,1,6907,2023-12-17 16:00:00,2023-12-18 18:00:00,2023-12-20 16:00:00,2023-12-17 16:00:00,,1
23-00634610,COMPOST,3,6907,2023-12-06 21:00:00,,2023-12-28 21:00:00,2023-12-06 21:00:00,,1
23-00651461,S0477,1,13632,2023-12-17 16:00:00,2023-12-26 20:00:00,2023-12-27 05:00:00,2023-12-17 16:00:00,,1
23-00651462,S0466,1,13633,2023-12-17 16:00:00,2023-12-19 16:00:00,2024-03-12 16:00:00,2023-12-17 16:00:00,,1
23-00655470,S0301,1,13633,2023-12-19 18:00:00,2023-12-21 20:00:00,2023-12-22 18:00:00,2023-12-19 18:00:00,,1
23-00651465,S0477,1,13635,2023-12-17 16:00:00,2023-12-26 20:00:00,2023-12-27 00:00:00,2023-12-17 16:00:00,,1
23-00664071,S0477,3,13635,2023-12-26 20:00:00,,2024-01-03 00:00:00,2023-12-26 20:00:00,,1
23-00661831,S0031,5,13635,2023-12-23 04:00:00,2023-12-23 16:00:00,2024-01-03 00:00:00,2023-12-23 04:00:00,,1
23-00651467,S0181,1,13637,2023-12-17 16:00:00,2023-12-22 14:00:00,2024-01-05 16:00:00,2023-12-17 16:00:00,,1
23-00651079,S0261,1,13639,2023-12-16 20:00:00,2023-12-16 20:00:00,2023-12-18 20:00:00,2023-12-16 20:00:00,,1
23-00651114,S0261,1,13640,2023-12-16 21:00:00,2023-12-16 21:00:00,2023-12-18 21:00:00,2023-12-16 21:00:00,,1
23-00651115,S0031,1,13641,2023-12-16 21:00:00,2023-12-21 01:00:00,2023-12-21 05:00:00,2023-12-16 21:00:00,,1
23-00651116,S0346,1,13642,2023-12-16 21:00:00,2023-12-27 18:00:00,2023-12-22 21:00:00,2023-12-16 21:00:00,,1
23-00651118,S0181,1,13643,2023-12-16 21:00:00,2023-12-26 14:00:00,2024-01-05 21:00:00,2023-12-16 21:00:00,,1
23-00651120,RPP,1,13644,2023-12-16 21:00:00,2023-12-16 22:00:00,2023-12-18 21:00:00,2023-12-16 21:00:00,,1
23-00651122,S0031,1,13646,2023-12-16 21:00:00,2023-12-22 14:00:00,2023-12-23 00:00:00,2023-12-16 21:00:00,,1
23-00651123,VACPROP,1,13647,2023-12-16 21:00:00,2023-12-17 22:00:00,2024-05-10 21:00:00,2023-12-16 21:00:00,,1
23-00651125,S0031,1,13649,2023-12-16 21:00:00,2023-12-21 18:00:00,2023-12-22 05:00:00,2023-12-16 21:00:00,,1
23-00668688,S0311,3,13649,2023-12-29 16:00:00,,2024-01-08 16:00:00,2023-12-29 16:00:00,,1
23-00651163,S0261,1,13650,2023-12-16 22:00:00,2023-12-16 22:00:00,2023-12-18 22:00:00,2023-12-16 22:00:00,,1
23-00663320,S0261,1,13650,2023-12-26 15:00:00,2023-12-26 16:00:00,2023-12-27 15:00:00,2023-12-26 15:00:00,,1
23-00651164,S0031,1,13651,2023-12-16 22:00:00,2023-12-19 20:00:00,2023-12-20 05:00:00,2023-12-16 22:00:00,,1
23-00651166,COMPOSTM,1,9372,2023-12-16 22:00:00,2023-12-18 18:00:00,2023-12-20 22:00:00,2023-12-16 22:00:00,,1
23-00639893,COMPOST,3,9372,2023-12-10 20:00:00,,2024-01-02 20:00:00,2023-12-10 20:00:00,,1
23-00651169,S0477,1,13652,2023-12-16 22:00:00,2023-12-21 18:00:00,2023-12-22 05:00:00,2023-12-16 22:00:00,,1
23-00651171,S0031,1,13653,2023-12-16 22:00:00,2023-12-20 18:00:00,2023-12-21 05:00:00,2023-12-16 22:00:00,,1
23-00651172,COMPOSTM,1,13654,2023-12-16 22:00:00,2023-12-20 18:00:00,2023-12-20 22:00:00,2023-12-16 22:00:00,,1
23-00651173,S0031,1,13655,2023-12-16 22:00:00,2023-12-19 16:00:00,2023-12-20 00:00:00,2023-12-16 22:00:00,,1
23-00651177,S0346,1,13657,2023-12-16 22:00:00,2023-12-27 18:00:00,2023-12-22 22:00:00,2023-12-16 22:00:00,,1
23-00651179,S0031,1,13659,2023-12-16 22:00:00,2023-12-19 18:00:00,2023-12-20 05:00:00,2023-12-16 22:00:00,,1
23-00651203,S0261,1,13660,2023-12-16 22:00:00,2023-12-16 23:00:00,2023-12-18 22:00:00,2023-12-16 22:00:00,,1
23-00651222,S0261,1,13660,2023-12-16 23:00:00,2023-12-18 16:00:00,2023-12-18 23:00:00,2023-12-16 23:00:00,,1
23-00651204,S0031,1,13661,2023-12-16 22:00:00,2023-12-20 18:00:00,2023-12-21 05:00:00,2023-12-16 22:00:00,,1
23-00651205,S0181,1,13662,2023-12-16 22:00:00,2023-12-26 14:00:00,2024-01-05 22:00:00,2023-12-16 22:00:00,,1
23-00651206,S0031,1,13663,2023-12-16 22:00:00,2023-12-22 16:00:00,2023-12-23 05:00:00,2023-12-16 22:00:00,,1
23-00651215,11,1,13664,2023-12-16 23:00:00,2023-12-18 20:00:00,2023-12-19 23:00:00,2023-12-16 23:00:00,,1
23-00651216,S0477,3,13664,2023-12-16 23:00:00,,2024-01-18 00:00:00,2023-12-16 23:00:00,,1
23-00651217,SIGTRAMA,1,13665,2023-12-16 23:00:00,2023-12-21 14:00:00,2023-12-19 23:00:00,2023-12-16 23:00:00,,1
23-00651219,S0477,1,13667,2023-12-16 23:00:00,2023-12-26 20:00:00,2023-12-27 05:00:00,2023-12-16 23:00:00,,1
23-00651220,S0031,1,13668,2023-12-16 23:00:00,2023-12-22 20:00:00,2023-12-23 05:00:00,2023-12-16 23:00:00,,1
23-00651223,S0311,1,13670,2023-12-16 23:00:00,2023-12-18 20:00:00,2023-12-22 23:00:00,2023-12-16 23:00:00,,1
23-00651227,S0031,1,13673,2023-12-16 23:00:00,2023-12-19 18:00:00,2023-12-20 00:00:00,2023-12-16 23:00:00,,1
23-00651229,RPP,1,13675,2023-12-16 23:00:00,2023-12-18 16:00:00,2023-12-18 23:00:00,2023-12-16 23:00:00,,1
23-00658242,RPP,1,13675,2023-12-20 22:00:00,2023-12-21 00:00:00,2023-12-21 22:00:00,2023-12-20 22:00:00,,1
23-00651230,S0031,1,13676,2023-12-16 23:00:00,2023-12-19 20:00:00,2023-12-20 05:00:00,2023-12-16 23:00:00,,1
23-00651231,S0346,1,13677,2023-12-16 23:00:00,2023-12-19 16:00:00,2023-12-22 23:00:00,2023-12-16 23:00:00,,1
23-00651236,S0477,1,13679,2023-12-17 00:00:00,2023-12-21 18:00:00,2023-12-22 05:00:00,2023-12-17 00:00:00,,1
23-00651242,S05SL,1,13681,2023-12-17 00:00:00,2023-12-26 15:00:00,2023-12-28 00:00:00,2023-12-17 00:00:00,,1
23-00651244,S0261,1,13683,2023-12-17 00:00:00,2023-12-18 16:00:00,2023-12-19 00:00:00,2023-12-17 00:00:00,,1
23-00651245,S0000,1,13684,2023-12-17 00:00:00,2023-12-20 17:00:00,2024-01-06 00:00:00,2023-12-17 00:00:00,,1
23-00651251,S0261,1,13685,2023-12-17 01:00:00,2023-12-17 05:00:00,2023-12-19 01:00:00,2023-12-17 01:00:00,,1
23-00653618,S0336,1,13685,2023-12-18 20:00:00,2023-12-19 10:00:00,2024-01-31 20:00:00,2023-12-18 20:00:00,,1
23-00658512,S0261,1,13685,2023-12-21 04:00:00,2023-12-21 06:00:00,2023-12-22 04:00:00,2023-12-21 04:00:00,,1
23-00658530,S0261,1,13685,2023-12-21 05:00:00,2023-12-21 06:00:00,2023-12-22 05:00:00,2023-12-21 05:00:00,,1
23-00658625,S0261,1,13685,2023-12-21 13:00:00,2023-12-21 14:00:00,2023-12-22 13:00:00,2023-12-21 13:00:00,,1
23-00651252,S0451,1,13686,2023-12-17 01:00:00,2023-12-19 14:00:00,2024-01-17 01:00:00,2023-12-17 01:00:00,,1
23-00651253,S0316,1,13686,2023-12-17 01:00:00,2023-12-27 20:00:00,2024-01-17 01:00:00,2023-12-17 01:00:00,,1
23-00654338,S0422,1,13686,2023-12-19 13:00:00,2023-12-27 20:00:00,2024-01-18 13:00:00,2023-12-19 13:00:00,,1
23-00651254,S0031,1,13687,2023-12-17 01:00:00,2023-12-19 20:00:00,2023-12-20 05:00:00,2023-12-17 01:00:00,,1
23-00656894,S0031,1,13687,2023-12-20 15:00:00,2023-12-27 00:00:00,2023-12-27 05:00:00,2023-12-20 15:00:00,,1
23-00665185,S0031,3,13687,2023-12-27 16:00:00,,2024-01-04 05:00:00,2023-12-27 16:00:00,,1
23-00651256,S0261,1,13688,2023-12-17 01:00:00,2023-12-17 04:00:00,2023-12-19 01:00:00,2023-12-17 01:00:00,,1
23-00651257,S0261,1,13689,2023-12-17 01:00:00,2023-12-17 04:00:00,2023-12-19 01:00:00,2023-12-17 01:00:00,,1
23-00651259,RPP,1,13690,2023-12-17 01:00:00,2023-12-17 03:00:00,2023-12-19 01:00:00,2023-12-17 01:00:00,,1
23-00651260,S0261,1,13691,2023-12-17 01:00:00,2023-12-18 16:00:00,2023-12-19 01:00:00,2023-12-17 01:00:00,,1
23-00651263,S0261,1,13692,2023-12-17 01:00:00,2023-12-18 16:00:00,2023-12-19 01:00:00,2023-12-17 01:00:00,,1
23-00668214,S0261,1,13692,2023-12-29 04:00:00,2023-12-29 05:00:00,2023-12-30 04:00:00,2023-12-29 04:00:00,,1
23-00651264,S0031,1,13693,2023-12-17 01:00:00,2023-12-19 18:00:00,2023-12-20 05:00:00,2023-12-17 01:00:00,,1
23-00651267,S0031,1,13694,2023-12-17 01:00:00,2023-12-22 14:00:00,2023-12-23 05:00:00,2023-12-17 01:00:00,,1
23-00661851,S0031,3,13694,2023-12-23 05:00:00,,2024-01-03 05:00:00,2023-12-23 05:00:00,,1
23-00651268,S05SL,1,13695,2023-12-17 01:00:00,2023-12-26 15:00:00,2023-12-28 01:00:00,2023-12-17 01:00:00,,1
23-00651312,S04TP,1,13700,2023-12-17 03:00:00,2023-12-18 13:00:00,2025-11-19 03:00:00,2023-12-17 03:00:00,,1
23-00669615,S0031,3,13700,2023-12-29 21:00:00,,2024-01-06 05:00:00,2023-12-29 21:00:00,,1
23-00651315,S0477,1,13701,2023-12-17 03:00:00,2023-12-21 18:00:00,2023-12-22 05:00:00,2023-12-17 03:00:00,,1
23-00651316,S0336,1,13702,2023-12-17 03:00:00,2023-12-18 08:00:00,2024-01-31 03:00:00,2023-12-17 03:00:00,,1
23-00651318,S0261,1,13702,2023-12-17 03:00:00,2023-12-17 06:00:00,2023-12-19 03:00:00,2023-12-17 03:00:00,,1
23-00665622,S0441,1,13702,2023-12-27 19:00:00,2023-12-29 18:00:00,2023-12-29 19:00:00,2023-12-27 19:00:00,,1
23-00667347,S0441,2,13702,2023-12-28 18:00:00,2023-12-29 18:00:00,2024-01-02 18:00:00,2023-12-28 18:00:00,,1
23-00651317,S05SL,1,13703,2023-12-17 03:00:00,2023-12-18 16:00:00,2023-12-27 03:00:00,2023-12-17 03:00:00,,1
23-00652547,DMV01,1,13703,2023-12-18 16:00:00,2023-12-28 15:00:00,2023-12-28 16:00:00,2023-12-18 16:00:00,,1
23-00651319,S0003,1,13704,2023-12-17 03:00:00,2023-12-21 13:00:00,2024-02-21 03:00:00,2023-12-17 03:00:00,,1
23-00651328,S0031,1,13705,2023-12-17 04:00:00,2023-12-22 16:00:00,2023-12-23 05:00:00,2023-12-17 04:00:00,,1
23-00651330,S0466,1,13706,2023-12-17 04:00:00,2023-12-18 19:00:00,2024-03-12 04:00:00,2023-12-17 04:00:00,,1
23-00651337,S0031,1,13707,2023-12-17 05:00:00,2023-12-21 20:00:00,2023-12-22 00:00:00,2023-12-17 05:00:00,,1
23-00651339,S0477,1,13708,2023-12-17 05:00:00,2023-12-21 18:00:00,2023-12-22 05:00:00,2023-12-17 05:00:00,,1
23-00651340,S0477,1,13709,2023-12-17 05:00:00,2023-12-21 18:00:00,2023-12-22 05:00:00,2023-12-17 05:00:00,,1
23-00651346,S0261,1,13711,2023-12-17 05:00:00,2023-12-17 07:00:00,2023-12-19 05:00:00,2023-12-17 05:00:00,,1
23-00651355,COMPOST,1,13712,2023-12-17 06:00:00,2023-12-20 15:00:00,2024-01-09 06:00:00,2023-12-17 06:00:00,,1
23-00651374,S0031,1,13714,2023-12-17 13:00:00,2023-12-22 18:00:00,2023-12-23 05:00:00,2023-12-17 13:00:00,,1
23-00651378,S0031,1,13715,2023-12-17 13:00:00,2023-12-26 14:00:00,2023-12-27 05:00:00,2023-12-17 13:00:00,,1
23-00651382,S0181,1,13718,2023-12-17 13:00:00,2023-12-26 14:00:00,2024-01-05 13:00:00,2023-12-17 13:00:00,,1
23-00651383,S0031,1,13719,2023-12-17 13:00:00,2023-12-22 14:00:00,2023-12-23 00:00:00,2023-12-17 13:00:00,,1
23-00660996,S0031,3,13719,2023-12-22 17:00:00,,2024-01-03 00:00:00,2023-12-22 17:00:00,,1
23-00651388,S0477,1,13722,2023-12-17 14:00:00,2023-12-21 18:00:00,2023-12-22 05:00:00,2023-12-17 14:00:00,,1
23-00651389,S0217,1,1296,2023-12-17 14:00:00,2023-12-19 12:00:00,2023-12-19 14:00:00,2023-12-17 14:00:00,,1
23-00622723,SIGNMISS_v2,4,1296,2023-11-30 16:00:00,,2024-06-03 16:00:00,2023-11-30 16:00:00,,1
23-00651390,S0031,1,13723,2023-12-17 14:00:00,2023-12-26 22:00:00,2023-12-27 05:00:00,2023-12-17 14:00:00,,1
23-00651393,S0031,1,12351,2023-12-17 14:00:00,2023-12-20 18:00:00,2023-12-21 05:00:00,2023-12-17 14:00:00,,1
23-00647588,S0422,3,12351,2023-12-14 17:00:00,,2024-01-15 17:00:00,2023-12-14 17:00:00,,1
23-00664400,TRACO001,3,12351,2023-12-27 02:00:00,,2024-01-25 02:00:00,2023-12-27 02:00:00,,1
23-00651438,S0261,1,13725,2023-12-17 15:00:00,2023-12-17 15:00:00,2023-12-18 15:00:00,2023-12-17 15:00:00,,1
23-00651440,S0031,1,13726,2023-12-17 15:00:00,2023-12-21 18:00:00,2023-12-22 00:00:00,2023-12-17 15:00:00,,1
23-00651441,LCanRep,1,13727,2023-12-17 15:00:00,2023-12-22 16:00:00,2024-03-12 15:00:00,2023-12-17 15:00:00,,1
23-00669398,S0346,3,13727,2023-12-29 20:00:00,,2024-01-08 20:00:00,2023-12-29 20:00:00,,1
23-00651442,S0031,1,13728,2023-12-17 15:00:00,2023-12-21 02:00:00,2023-12-21 05:00:00,2023-12-17 15:00:00,,1
23-00668120,S0031,3,13728,2023-12-29 01:00:00,,2024-01-05 05:00:00,2023-12-29 01:00:00,,1
23-00651443,S0000,1,13729,2023-12-17 15:00:00,2023-12-20 18:00:00,2024-01-05 15:00:00,2023-12-17 15:00:00,,1
23-00651444,RPP,1,931,2023-12-17 15:00:00,2023-12-17 16:00:00,2023-12-18 15:00:00,2023-12-17 15:00:00,,1
23-00621725,RPP,2,931,2023-11-30 01:00:00,2023-11-30 02:00:00,2023-12-01 01:00:00,2023-11-30 01:00:00,,1
23-00667915,RPP,3,931,2023-12-28 22:00:00,,2023-12-29 22:00:00,2023-12-28 22:00:00,,1
23-00651445,PRUNING,1,13730,2023-12-17 15:00:00,2023-12-26 16:00:00,2024-08-27 15:00:00,2023-12-17 15:00:00,,1
23-00651449,S0466,1,13733,2023-12-17 16:00:00,2023-12-18 16:00:00,2024-03-12 16:00:00,2023-12-17 16:00:00,,1
23-00651451,S0031,1,13734,2023-12-17 16:00:00,2023-12-22 20:00:00,2023-12-23 05:00:00,2023-12-17 16:00:00,,1
23-00662301,S0031,3,13734,2023-12-23 23:00:00,,2024-01-03 05:00:00,2023-12-23 23:00:00,,1
23-00651452,S0181,1,13735,2023-12-17 16:00:00,2023-12-22 14:00:00,2024-01-05 16:00:00,2023-12-17 16:00:00,,1
23-00651453,S0261,1,13736,2023-12-17 16:00:00,2023-12-17 16:00:00,2023-12-18 16:00:00,2023-12-17 16:00:00,,1
23-00651483,S0031,1,13737,2023-12-17 17:00:00,2023-12-22 18:00:00,2023-12-27 05:00:00,2023-12-17 17:00:00,,1
23-00651484,S0031,1,13738,2023-12-17 17:00:00,2023-12-21 18:00:00,2023-12-22 00:00:00,2023-12-17 17:00:00,,1
23-00651486,S0031,1,13739,2023-12-17 17:00:00,2023-12-27 00:00:00,2023-12-27 05:00:00,2023-12-17 17:00:00,,1
23-00651500,11,1,13741,2023-12-17 17:00:00,2023-12-18 20:00:00,2023-12-19 17:00:00,2023-12-17 17:00:00,,1
23-00651501,COMPOSTM,1,13742,2023-12-17 17:00:00,2023-12-20 18:00:00,2023-12-20 17:00:00,2023-12-17 17:00:00,,1
23-00651505,S0217,1,13744,2023-12-17 17:00:00,2023-12-19 12:00:00,2023-12-19 17:00:00,2023-12-17 17:00:00,,1
23-00651509,S0181,1,13745,2023-12-17 17:00:00,2023-12-26 14:00:00,2024-01-05 17:00:00,2023-12-17 17:00:00,,1
23-00651510,S0185,1,13746,2023-12-17 17:00:00,2023-12-18 20:00:00,2023-12-22 17:00:00,2023-12-17 17:00:00,,1
23-00651512,S0185,1,13747,2023-12-17 17:00:00,2023-12-18 20:00:00,2023-12-22 17:00:00,2023-12-17 17:00:00,,1
23-00651514,S0031,1,13748,2023-12-17 17:00:00,2023-12-22 20:00:00,2023-12-23 05:00:00,2023-12-17 17:00:00,,1
23-00651515,S0185,1,13749,2023-12-17 17:00:00,2023-12-18 20:00:00,2023-12-22 17:00:00,2023-12-17 17:00:00,,1
23-00651516,S0185,1,13750,2023-12-17 17:00:00,2023-12-18 20:00:00,2023-12-22 17:00:00,2023-12-17 17:00:00,,1
23-00651517,S0196,1,13751,2023-12-17 17:00:00,2023-12-18 20:00:00,2023-12-28 17:00:00,2023-12-17 17:00:00,,1
23-00651521,S0185,1,13753,2023-12-17 17:00:00,2023-12-18 20:00:00,2023-12-22 17:00:00,2023-12-17 17:00:00,,1
23-00651526,S0031,1,13757,2023-12-17 17:00:00,2023-12-22 14:00:00,2023-12-23 05:00:00,2023-12-17 17:00:00,,1
23-00651527,S0301,1,12999,2023-12-17 17:00:00,2023-12-20 15:00:00,2023-12-20 17:00:00,2023-12-17 17:00:00,,1
